user_id,total_point,mean_point,n_kelas,fast,normal,slow,n_avg_submission,last_enrolled_at,last_class,learner_type_model,rekomendasi
2044225,-6,-0.24,25,9,13,3,4.049473684210527,2023-12-25 12:52:00,BDT 2024 Web Development Bootcamp ILT Quiz - Soft Skill,Fast Learner,Latih komunikasi dan kerjasama tim selama pengerjaan proyek agar soft skill Anda terlihat saat penilaian dan membantu kelancaran kerja tim.
2066798,-2,-0.0714285714285714,28,11,8,9,3.8985,2023-11-23 12:30:00,Belajar Pengembangan Aplikasi Android Intermediate,Consistent Learner,"Bagus! Fokus pada dependency injection, unit/UI testing, serta optimasi memori agar aplikasi Anda menjadi lebih stabil dan mudah dipelihara dalam jangka panjang."
2090583,0,0.0,24,6,12,6,3.906315789473684,2024-04-30 11:33:00,Belajar Penerapan Machine Learning untuk Android,Consistent Learner,Bagus! Pelajari TensorFlow Lite dan integrasikan model ringan ke aplikasi Android agar inferensi dapat berjalan langsung di perangkat.
2107420,-2,-0.125,16,6,6,4,3.9928571428571433,2023-11-02 02:59:00,Memulai Pemrograman Dengan C,Consistent Learner,"Bagus! Fokus pada pointers, memory management, dan struktur data dasar, karena konsep ini sangat penting untuk pengembangan sistem."
2112824,3,0.1111111111111111,27,5,14,8,4.166818181818182,2024-02-24 11:46:00,Bangkit Cloud Assessment 2024 Batch 2,Consistent Learner,"Gunakan assessment ini sebagai tolok ukur kemajuan; identifikasi kelemahan, susun rencana belajar, dan latih secara konsisten agar hasil berikutnya lebih baik."
2113584,-1,-0.0833333333333333,12,4,5,3,3.99,2023-12-05 12:53:00,Menjadi Flutter Developer Expert,Consistent Learner,"Ambisi bagus! Fokus pada performa, platform channels untuk native interoperability, testing, dan deployment ke Play Store dan App Store agar aplikasi siap produksi."
2115531,-1,-0.0625,16,4,9,3,4.101538461538461,2025-05-22 20:38:00,Belajar Dasar Manajemen Proyek,Consistent Learner,"Bagus! Pelajari metodologi Agile atau Scrum secara praktis, buat rencana proyek kecil, dan praktikkan perencanaan serta monitoring agar pengalaman Anda nyata."
2117099,8,0.3636363636363636,22,3,8,11,4.127999999999999,2023-06-06 05:34:00,Belajar Dasar AI,Reflective Learner,"Bagus! Pahami konsep machine learning dasar, etika AI, dan contoh implementasi sederhana sebelum melangkah ke topik yang lebih rumit."
2131303,-3,-0.2727272727272727,11,5,4,2,3.889,2023-11-12 04:51:00,Belajar Membuat Augmented Reality,Fast Learner,Menarik! Eksperimen dengan ARCore/ARKit dan pelajari integrasi 3D assets serta antarmuka agar pengalaman AR terasa natural bagi pengguna.
2135328,-1,-0.0476190476190476,21,7,8,6,3.932500000000001,2024-10-30 01:29:00,Belajar Penerapan Machine Learning dengan Google Cloud,Consistent Learner,"Hebat! Coba deploy model di Vertex AI, pantau performa, dan pahami cost serta lifecycle model di cloud untuk praktik yang realistis."
2155753,2,0.08,25,4,15,6,3.9705555555555545,2023-10-29 17:25:00,Memulai Pemrograman dengan Haskell,Consistent Learner,"Bagus! Pelajari tipe aljabar data dan pure functions perlahan-lahan, lakukan latihan kecil agar konsep fungsional semakin melekat."
2159517,-4,-0.1333333333333333,30,10,14,6,3.9572,2024-05-05 00:46:00,Memulai Dasar Pemrograman Bagi Pengembang Perangkat Lunak Pemula,Consistent Learner,"Keren! Kuasai logika dasar, tipe data, dan control flow; bangun kebiasaan menulis kode rapi sejak awal karena itu sangat membantu nanti."
2159983,6,0.3157894736842105,19,0,13,6,3.657272727272727,2024-01-16 07:11:00,Belajar Membuat Aplikasi iOS untuk Pemula,Reflective Learner,"Bagus! Lanjuti dengan SwiftUI, pelajari cara konsumsi API, dan buat aplikasi sederhana yang bisa memproses data dari internet untuk pengalaman penuh."
2173542,-2,-0.1,20,6,10,4,4.051764705882354,2024-01-23 08:20:00,SIB 3 ILT Quiz Machine Learning - Front End,Consistent Learner,"Bagus! Pertahankan motivasi, gunakan feedback dari kuis untuk memperbaiki bagian yang lemah, dan praktikkan lagi sampai percaya diri."
2180055,-6,-0.4615384615384615,13,8,3,2,3.841111111111111,2024-05-05 16:48:00,BDT 2022 (Tahap 2) Pre-Test Analisis Data,Sonic Learner,"Bagus! Identifikasi area statistik atau data wrangling yang perlu diperbaiki, lalu latih dengan dataset nyata agar keterampilan meningkat."
2189553,6,0.2142857142857142,28,6,10,12,4.055714285714286,2024-11-28 16:36:00,Pengenalan ke Logika Pemrograman (Programming Logic 101),Reflective Learner,Keren! Latih kemampuan menyusun algoritma sederhana dengan flowchart dan implementasikan contoh soal ke dalam bahasa pemrograman pilihan Anda.
2208360,3,0.12,25,4,14,7,3.906315789473684,2024-07-09 11:03:00,Memulai Pemrograman Dengan C,Consistent Learner,"Bagus! Fokus pada pointers, memory management, dan struktur data dasar, karena konsep ini sangat penting untuk pengembangan sistem."
2229069,-5,-0.238095238095238,21,10,6,5,4.077058823529411,2023-06-23 12:44:00,Asah 2025 - Kuis ILT Soft Skill,Fast Learner,Mantap! Gunakan hasil kuis untuk menyusun rencana pengembangan soft skill dan praktik komunikasi di situasi nyata agar kemampuan semakin matang.
2255231,1,0.0416666666666666,24,5,13,6,3.892380952380952,2024-10-21 20:00:00,Asah 2025 - Kuis ILT FEBE AI,Consistent Learner,"Semangat! Gunakan kuis sebagai sarana konsolidasi pengetahuan, catat kesalahan, dan ulangi topik yang belum sempurna untuk progres yang nyata."
2255262,-8,-0.3478260869565217,23,11,9,3,4.240526315789474,2025-05-21 20:20:00,ILT Soft Skill Bootcamp,Fast Learner,"Bagus! Latih presentasi, komunikasi, dan kerja tim di proyek nyata; pengalaman praktik akan membuat soft skill Anda lebih solid."
2290536,3,0.1578947368421052,19,4,8,7,4.328461538461538,2023-11-28 10:42:00,Tes Seleksi Offline Training - AI Connect Academy,Consistent Learner,"Semangat! Percayalah pada proses belajar Anda, tenangkan diri saat tes, dan gunakan hasilnya untuk memetakan materi yang perlu diulang."
2307891,4,0.2352941176470588,17,4,5,8,3.820833333333334,2023-07-21 23:33:00,Prompt Engineering untuk Software Developer,Reflective Learner,"Keren! Eksperimen berbagai prompt untuk debugging, dokumentasi, dan asistensi coding agar AI menjadi alat yang membantu produktivitas pengembangan Anda."
2329653,0,0.0,11,4,3,4,3.841666666666667,2023-07-01 05:39:00,Membangun Aplikasi Gen AI dengan Microsoft Azure,Consistent Learner,"Menarik! Pelajari layanan Azure AI, integrasikan model generatif ke aplikasi, dan cermati aspek keamanan serta biaya penggunaan."
2342552,0,0.0,26,7,12,7,4.0931578947368426,2024-04-19 03:30:00,Bangkit General Assessment 2023,Consistent Learner,"Gunakan assessment ini untuk memetakan area yang perlu ditingkatkan, atur ulang prioritas belajar, dan terus konsisten berlatih setiap minggu untuk progres nyata."
2368621,0,0.0,15,5,5,5,4.39,2024-07-18 02:44:00,BDT 2022 (Tahap 2) Pre-Test Machine Learning Dasar,Consistent Learner,"Bagus! Gunakan pre-test untuk memetakan area yang perlu didalami lagi, lalu susun sesi belajar fokus untuk menutup gap tersebut."
2387418,-3,-0.2,15,5,8,2,4.032307692307692,2024-01-12 21:56:00,Belajar Fundamental Deep Learning,Fast Learner,"Bagus sekali! Pelajari arsitektur dasar seperti CNN dan RNN, lalu implementasikan contoh sederhana menggunakan PyTorch atau TensorFlow untuk memperkuat pemahaman."
2395575,-1,-0.0625,16,4,9,3,4.452857142857143,2023-12-06 01:02:00,Belajar Membuat Game untuk Pemula,Consistent Learner,"Bagus! Mulai dari game sederhana untuk memahami loop dan input handling, lalu tingkatkan kompleksitas secara bertahap sambil belajar design level."
2419127,1,0.0416666666666666,24,6,11,7,4.040555555555555,2024-07-22 09:02:00,ILT Quiz - Soft Skill,Consistent Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
2450570,7,0.3684210526315789,19,2,8,9,3.956,2024-09-07 17:27:00,Belajar Membangun Game Multi Platform,Reflective Learner,Keren! Pelajari engine seperti Unity atau Unreal dan praktikkan export ke beberapa platform untuk memahami tantangan lintas platform.
2464326,-1,-0.0454545454545454,22,7,9,6,4.231111111111111,2025-01-17 02:30:00,Belajar Membangun Aplikasi Android HTML5,Consistent Learner,"Baik! Pelajari penggunaan WebView dengan benar, optimasi performa, dan pengalaman hybrid agar pengguna merasakan aplikasi yang halus."
2537500,-6,-0.24,25,10,11,4,3.817777777777777,2024-09-22 11:10:00,Membangun Aplikasi Gen AI dengan Microsoft Azure,Fast Learner,"Menarik! Pelajari layanan Azure AI, integrasikan model generatif ke aplikasi, dan cermati aspek keamanan serta biaya penggunaan."
2563629,-2,-0.1,20,7,8,5,3.955833333333333,2023-12-16 22:54:00,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Consistent Learner,"Bagus! Uji prototype dengan pengguna nyata, kumpulkan feedback, dan perbaiki flow percakapan agar lebih efektif dan natural saat digunakan."
2620168,-1,-0.037037037037037,27,6,16,5,3.7145,2024-04-30 06:42:00,Meniti Karier sebagai Software Developer,Consistent Learner,"Bagus sekali! Susun portofolio proyek, latihan git, dan asah problem solving sambil membuat proyek kecil yang dapat Anda tunjukkan saat interview."
2629129,1,0.05,20,4,11,5,4.195625000000001,2023-11-10 12:11:00,Belajar Membangun LINE Chatbot,Consistent Learner,"Mantap! Pelajari webhook, message handling, dan desain percakapan yang natural agar chatbot memberikan pengalaman pengguna yang menyenangkan."
2647696,6,0.24,25,5,9,11,4.001818181818181,2024-07-27 23:28:00,Membangun Sistem Machine Learning,Reflective Learner,"Bagus! Rancang pipeline produksi dari data sampai monitoring model, serta rencanakan strategi retraining yang terukur dan otomatis jika perlu."
2654558,-5,-0.25,20,7,11,2,4.020666666666667,2023-12-25 13:36:00,BDT 2022 (Tahap 2) Pre-Test IT Support,Fast Learner,"Gunakan pre-test ini sebagai pijakan untuk memperkuat dasar-dasar teknis, buat daftar topik yang perlu diulang, dan praktikkan troubleshooting sederhana."
2663574,-2,-0.1818181818181818,11,5,3,3,4.156666666666667,2024-07-21 14:57:00,Belajar Back-End Pemula dengan JavaScript,Consistent Learner,"Mantap! Pelajari Node.js dan Express, bangun REST API sederhana, lalu sambungkan ke database untuk memahami alur backend penuh."
2678335,-2,-0.0833333333333333,24,6,14,4,3.874117647058824,2024-04-01 20:40:00,Belajar Membuat Augmented Reality,Consistent Learner,Menarik! Eksperimen dengan ARCore/ARKit dan pelajari integrasi 3D assets serta antarmuka agar pengalaman AR terasa natural bagi pengguna.
2709966,-4,-0.1818181818181818,22,8,10,4,4.1775,2023-11-23 00:36:00,Samsung Galaxy SDK,Fast Learner,"Bagus! Eksplor fitur eksklusif Samsung bila target pengguna Anda banyak memakai perangkat Samsung, tetapi pertimbangkan kompatibilitas lintas perangkat juga."
2722486,-1,-0.0526315789473684,19,6,8,5,3.756666666666667,2024-03-22 00:33:00,Bangkit Android Assessment 2024 Batch 2,Consistent Learner,Mantap! Praktikkan implementasi fitur Android dan cara debugging cepat agar Anda lebih siap menghadapi soal-soal teknis saat assessment.
2750804,1,0.0384615384615384,26,7,11,8,4.336666666666666,2024-05-13 03:11:00,Belajar Membangun Game 2D dan 3D dengan Unity,Consistent Learner,"Keren! Perdalam scripting C#, scene management, serta optimasi performa, dan lakukan playtest rutin untuk menyempurnakan gameplay."
2753945,1,0.0714285714285714,14,4,5,5,4.2615384615384615,2023-07-24 08:29:00,BDT 2024 Web Development Bootcamp ILT Quiz - Soft Skill,Consistent Learner,Latih komunikasi dan kerjasama tim selama pengerjaan proyek agar soft skill Anda terlihat saat penilaian dan membantu kelancaran kerja tim.
2762391,1,0.0434782608695652,23,5,12,6,4.254705882352942,2023-11-27 18:03:00,Belajar Membuat Aplikasi iOS untuk Pemula,Consistent Learner,"Bagus! Lanjuti dengan SwiftUI, pelajari cara konsumsi API, dan buat aplikasi sederhana yang bisa memproses data dari internet untuk pengalaman penuh."
2774400,7,0.28,25,4,10,11,3.956363636363637,2024-04-23 05:02:00,Belajar Fundamental Aplikasi iOS,Reflective Learner,"Keren! Pelajari arsitektur aplikasi iOS, debugging, serta distribusi lewat TestFlight agar rilis beta Anda dapat umpan balik nyata dari pengguna."
2779455,-2,-0.125,16,4,10,2,4.114166666666667,2024-04-14 22:23:00,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Consistent Learner,"Bagus! Uji prototype dengan pengguna nyata, kumpulkan feedback, dan perbaiki flow percakapan agar lebih efektif dan natural saat digunakan."
2814524,5,0.3571428571428571,14,2,5,7,3.935833333333333,2024-01-14 02:25:00,Tes Seleksi Asah 2025 – FEBE AI dan REBE AI,Reflective Learner,"Semangat! Fokus pada topik inti, percaya pada proses belajarmu, dan gunakan latihan soal untuk memperkuat kesiapan sebelum tes."
2825124,2,0.0714285714285714,28,5,16,7,3.6033333333333335,2024-06-24 13:37:00,Memulai Pemrograman Dengan Swift,Consistent Learner,Luar biasa! Langkah selanjutnya pelajari SwiftUI dan pola arsitektur MVVM agar pengembangan iOS Anda lebih modern dan mudah dipelihara dalam tim.
2843982,-1,-0.0454545454545454,22,7,9,6,4.125714285714286,2025-09-30 23:01:00,Simulasi Ujian Pendidik Level 1 (Google Certified Educator Level 1 - Indonesian),Consistent Learner,Tetap semangat! Latihan soal yang konsisten dan pembuatan lesson plan akan meningkatkan kesiapan Anda untuk lulus sertifikasi ini.
2847815,-2,-0.2,10,3,6,1,3.72875,2023-08-12 05:16:00,Bangkit Android Assessment 2024 Batch 2,Fast Learner,Mantap! Praktikkan implementasi fitur Android dan cara debugging cepat agar Anda lebih siap menghadapi soal-soal teknis saat assessment.
2851933,-2,-0.1538461538461538,13,2,11,0,3.721,2024-02-21 06:55:00,Membangun Sistem Machine Learning,Consistent Learner,"Bagus! Rancang pipeline produksi dari data sampai monitoring model, serta rencanakan strategi retraining yang terukur dan otomatis jika perlu."
2854983,-2,-0.1538461538461538,13,4,7,2,3.6185714285714288,2023-11-01 02:41:00,Menjadi React Web Developer Expert,Consistent Learner,"Ambisius dan bagus! Pelajari server-side rendering, testing, dan praktik arsitektur front-end yang memudahkan tim dalam pengembangan berskala besar."
2858526,-3,-0.1304347826086956,23,7,12,4,3.8327777777777774,2024-04-08 18:56:00,Belajar Membuat Aplikasi Android untuk Pemula,Consistent Learner,"Kerja bagus! Sekarang buatlah satu aplikasi lengkap kecil, lalu pelajari Navigation, Room, dan praktikkan rilis sederhana ke Play Store sebagai pengalaman nyata."
2860363,1,0.0434782608695652,23,7,8,8,3.9678571428571434,2023-12-03 15:09:00,Belajar Membangun LINE Front-end Framework (LIFF),Consistent Learner,"Bagus! Integrasikan LIFF dengan backend, perhatikan autentikasi, dan uji alur end-to-end agar pengalaman pengguna tetap konsisten."
2892589,3,0.15,20,4,9,7,3.801111111111111,2023-06-22 22:33:00,Belajar Membuat Aplikasi iOS untuk Pemula,Consistent Learner,"Bagus! Lanjuti dengan SwiftUI, pelajari cara konsumsi API, dan buat aplikasi sederhana yang bisa memproses data dari internet untuk pengalaman penuh."
2898424,0,0.0,13,5,3,5,3.9,2023-10-21 02:17:00,Belajar Implementasi CI/CD,Consistent Learner,"Keren! Buat pipeline sederhana dengan GitHub Actions atau GitLab CI untuk mengotomatisasi build, test, dan deploy sehingga workflow Anda lebih cepat dan konsisten."
2902720,-6,-0.3157894736842105,19,7,11,1,3.99,2023-06-13 00:00:00,Belajar Fundamental Pemrosesan Data,Fast Learner,"Keren! Perdalam teknik transformasi data, handling missing values, dan rancang pipeline ETL yang dapat diulang untuk proses data nyata."
2903392,1,0.0434782608695652,23,5,12,6,4.009411764705883,2024-02-15 16:32:00,Asah 2025 - Kuis ILT REBE AI,Consistent Learner,"Gunakan kuis ini untuk mengukur pemahaman, catat kesalahan, dan susun materi ulang untuk sesi belajar yang lebih fokus dan efektif."
2920026,1,0.0769230769230769,13,4,4,5,4.157777777777778,2023-09-04 13:45:00,Belajar Jaringan Komputer untuk Pemula,Consistent Learner,"Keren! Pahami OSI model, subnetting, dan dasar keamanan jaringan, lalu praktikkan konfigurasi jaringan sederhana untuk pengalaman nyata."
2926222,-5,-0.2272727272727272,22,9,9,4,3.947058823529412,2023-10-23 13:40:00,SIB 3 ILT Quiz Machine Learning - Front End,Fast Learner,"Bagus! Pertahankan motivasi, gunakan feedback dari kuis untuk memperbaiki bagian yang lemah, dan praktikkan lagi sampai percaya diri."
2962864,2,0.1176470588235294,17,5,5,7,4.447272727272726,2024-06-01 08:57:00,Bangkit Application Screening 2021,Consistent Learner,Semangat! Perkuat portfolio dan latih soal-soal coding yang sering muncul agar Anda lebih siap saat seleksi aplikasi berlangsung.
2963110,5,0.1666666666666666,30,6,13,11,4.161739130434783,2023-12-14 06:14:00,Architecting on AWS (Membangun Arsitektur Cloud di AWS),Consistent Learner,"Hebat! Fokus pada best practices arsitektur cloud, desain high availability, dan strategi optimasi biaya agar solusi Anda lebih profesional."
2979313,1,0.0526315789473684,19,4,10,5,3.871176470588235,2024-07-28 14:02:00,BDT 2024 Web Development Bootcamp ILT Quiz - Front End dan Back End,Consistent Learner,"Bagus! Analisa hasil quiz, praktikkan implementasi penuh stack secara terintegrasi, dan perbaiki area yang masih lemah agar semakin siap menghadapi tugas nyata."
2992836,-3,-0.1034482758620689,29,8,16,5,3.915,2025-04-14 15:14:00,Pre-Test Dicoding Bootcamp,Consistent Learner,"Gunakan pre-test ini sebagai baseline; baca hasilnya, kemudian buat rencana belajar yang fokus pada topik yang belum dikuasai agar persiapan bootcamp lebih matang."
3002381,-3,-0.1875,16,5,9,2,4.13,2023-10-14 13:44:00,Bangkit Machine Learning Assessment 2024 Batch 2,Consistent Learner,Bagus! Fokus ulang pada konsep ML inti dan lakukan banyak latihan soal serta proyek kecil untuk mengasah ketangkasan teknis Anda.
3003938,1,0.0769230769230769,13,2,8,3,3.853846153846154,2023-08-18 21:18:00,Belajar Pengembangan Aplikasi Android Intermediate,Consistent Learner,"Bagus! Fokus pada dependency injection, unit/UI testing, serta optimasi memori agar aplikasi Anda menjadi lebih stabil dan mudah dipelihara dalam jangka panjang."
3021546,6,0.3157894736842105,19,2,9,8,3.975294117647058,2023-03-04 17:59:00,ILT Quiz - Flutter,Reflective Learner,Terus praktik widget dan state management; gunakan kuis ini untuk mengukur progress dan percaya pada proses belajar Anda yang konsisten.
3032334,0,0.0,11,4,3,4,4.021249999999999,2024-11-10 23:01:00,Belajar Membangun Aplikasi Android Native,Consistent Learner,"Rekomendasi umum: kuatkan materi utama dengan praktik langsung, buat proyek kecil sebagai portofolio, dan gunakan kuis atau simulasi untuk mengukur kemajuan Anda sambil tetap semangat belajar setiap hari."
3052999,-4,-0.3076923076923077,13,6,5,2,4.3118181818181816,2023-11-08 22:22:00,Belajar Membangun Game Android HTML5,Fast Learner,"Baik! Fokus optimasi canvas/WebGL, manajemen memori, dan paketkan dengan wrapper agar game berjalan lancar di perangkat Android."
3060184,-3,-0.1071428571428571,28,9,13,6,3.941,2025-04-03 07:54:00,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),Consistent Learner,"Rekomendasi umum: kuatkan materi utama dengan praktik langsung, buat proyek kecil sebagai portofolio, dan gunakan kuis atau simulasi untuk mengukur kemajuan Anda sambil tetap semangat belajar setiap hari."
3090719,0,0.0,16,4,8,4,4.219166666666666,2023-09-27 00:40:00,Asah 2025 - Kuis ILT REBE AI,Consistent Learner,"Gunakan kuis ini untuk mengukur pemahaman, catat kesalahan, dan susun materi ulang untuk sesi belajar yang lebih fokus dan efektif."
3092736,1,0.0344827586206896,29,9,10,10,4.149090909090909,2023-05-28 09:54:00,Pengenalan Data pada Pemrograman (Data 101),Consistent Learner,"Rekomendasi umum: kuatkan materi utama dengan praktik langsung, buat proyek kecil sebagai portofolio, dan gunakan kuis atau simulasi untuk mengukur kemajuan Anda sambil tetap semangat belajar setiap hari."
3099269,-1,-0.037037037037037,27,7,14,6,3.99590909090909,2024-06-14 14:13:00,Menjadi AWS Solutions Architect Associate,Consistent Learner,Bagus! Fokus latihan soal AWS dan praktik mendesain arsitektur untuk berbagai skenario nyata agar siap dalam ujian dan pekerjaan.
3112981,4,0.2352941176470588,17,3,7,7,3.8292307692307688,2023-09-28 05:54:00,Meniti Karier sebagai Software Developer,Reflective Learner,"Bagus sekali! Susun portofolio proyek, latihan git, dan asah problem solving sambil membuat proyek kecil yang dapat Anda tunjukkan saat interview."
3115317,-1,-0.0416666666666666,24,7,11,6,4.12,2023-04-27 17:39:00,Asah 2025 - Kuis ILT FEBE AI,Consistent Learner,"Semangat! Gunakan kuis sebagai sarana konsolidasi pengetahuan, catat kesalahan, dan ulangi topik yang belum sempurna untuk progres yang nyata."
3116789,5,0.1923076923076923,26,6,9,11,4.014375,2024-04-13 01:04:00,Membangun Aplikasi Gen AI dengan Microsoft Azure,Consistent Learner,"Menarik! Pelajari layanan Azure AI, integrasikan model generatif ke aplikasi, dan cermati aspek keamanan serta biaya penggunaan."
3121999,-4,-0.1379310344827586,29,12,9,8,4.118399999999999,2024-05-14 17:40:00,Belajar Membuat Aplikasi Android untuk Pemula,Consistent Learner,"Kerja bagus! Sekarang buatlah satu aplikasi lengkap kecil, lalu pelajari Navigation, Room, dan praktikkan rilis sederhana ke Play Store sebagai pengalaman nyata."
3122613,-1,-0.0625,16,4,9,3,3.741666666666667,2024-09-11 13:09:00,Tes Seleksi Pijak in collaboration with IBM SkillsBuild,Consistent Learner,"Tetap semangat! Review topik inti, lakukan latihan soal, dan gunakan pre-test sebagai alat ukur kesiapan sebelum tes seleksi."
3160937,-1,-0.0769230769230769,13,4,6,3,4.051818181818183,2023-11-10 02:57:00,BDT 2022 (Tahap 2) Pre-Test Machine Learning Dasar,Consistent Learner,"Bagus! Gunakan pre-test untuk memetakan area yang perlu didalami lagi, lalu susun sesi belajar fokus untuk menutup gap tersebut."
3163010,5,0.4166666666666667,12,0,7,5,4.2,2024-05-08 16:14:00,Bangkit 2024 ILT Quiz - Mobile Development,Deep Learner,"Bagus! Gunakan hasil kuis untuk mengetahui area kelemahan di mobile development, lalu fokus latihan praktek yang sesuai."
3208409,0,0.0,17,4,9,4,3.936666666666666,2023-12-25 16:30:00,Belajar Membangun Game HTML5,Consistent Learner,"Keren! Pahami game loop, collision detection, dan packaging untuk web, lalu lakukan playtest dengan pengguna nyata untuk iterasi desain."
3237646,-3,-0.1111111111111111,27,10,10,7,3.919545454545454,2024-06-14 20:30:00,Memulai Pemrograman dengan Python,Consistent Learner,Mantap! Selanjutnya fokus ke manipulasi data dengan pandas serta membuat skrip otomatisasi sehari-hari agar kemampuan Anda makin terasa manfaatnya dalam proyek nyata.
3259060,-6,-0.3529411764705882,17,8,7,2,3.898333333333333,2023-11-27 03:27:00,Bangkit General Assessment 2022,Fast Learner,"Tetap bersemangat! Jaga ritme belajar, identifikasi topik yang sering muncul, dan ulangi materi untuk memperkuat pemahaman jelang assessment."
3285902,-1,-0.05,20,5,11,4,3.808125,2024-04-29 12:20:00,Belajar Membangun Game 2D dan 3D dengan Unity,Consistent Learner,"Keren! Perdalam scripting C#, scene management, serta optimasi performa, dan lakukan playtest rutin untuk menyempurnakan gameplay."
3289761,3,0.1,30,6,15,9,3.9808695652173913,2025-01-13 02:25:00,Belajar Membangun Game Multi Platform,Consistent Learner,Keren! Pelajari engine seperti Unity atau Unreal dan praktikkan export ke beberapa platform untuk memahami tantangan lintas platform.
3314657,2,0.0666666666666666,30,8,12,10,3.618695652173913,2024-07-29 15:01:00,Belajar Mengembangkan Website dengan HTML dan CSS Bagi Pengembang Web Pemula,Consistent Learner,"Bagus! Buat proyek landing page responsif, pelajari best practices accessibility, dan upload ke hosting atau GitHub Pages sebagai portofolio."
3316253,0,0.0,16,2,12,2,4.024444444444445,2023-04-03 03:23:00,Belajar Membuat Website untuk Menjadi Desainer Website,Consistent Learner,"Bagus! Pelajari layout, tipografi, dan aksesibilitas, lalu praktikkan membuat portofolio website yang menunjukkan kemampuan desain Anda."
3329921,-5,-0.2631578947368421,19,9,6,4,3.963846153846154,2024-12-13 18:41:00,Prompt Engineering untuk Software Developer,Fast Learner,"Keren! Eksperimen berbagai prompt untuk debugging, dokumentasi, dan asistensi coding agar AI menjadi alat yang membantu produktivitas pengembangan Anda."
3338647,4,0.2666666666666666,15,2,7,6,3.902727272727273,2023-12-17 08:23:00,Menjadi AWS Solutions Architect Associate,Reflective Learner,Bagus! Fokus latihan soal AWS dan praktik mendesain arsitektur untuk berbagai skenario nyata agar siap dalam ujian dan pekerjaan.
3370836,-3,-0.2727272727272727,11,4,6,1,3.82625,2023-09-05 21:36:00,Simulasi Ujian Associate Cloud Engineer,Fast Learner,"Tenang dan semangat! Gunakan simulasi ini sebagai latihan intensif, fokus pada konsep GCP, dan ulangi soal-soal untuk meningkatkan kepercayaan diri Anda."
3371471,4,0.2857142857142857,14,1,8,5,4.041111111111111,2023-10-15 11:59:00,Exam Challenge Campaign Hari Pendidikan,Reflective Learner,"Tetap semangat! Jadikan campaign ini sebagai latihan berkala, catat area kelemahan, dan ulangi materi secara terstruktur untuk peningkatan berkelanjutan."
3389893,1,0.037037037037037,27,7,12,8,3.982631578947369,2023-11-16 06:25:00,Belajar Membuat Website untuk Menjadi Desainer Website,Consistent Learner,"Bagus! Pelajari layout, tipografi, dan aksesibilitas, lalu praktikkan membuat portofolio website yang menunjukkan kemampuan desain Anda."
3392292,-5,-0.1923076923076923,26,9,13,4,3.4065000000000003,2024-09-05 19:30:00,Belajar Pengembangan Web Intermediate,Consistent Learner,"Bagus! Pelajari build tools seperti bundler, optimasi performa, dan teknik SEO dasar agar website Anda cepat dan mudah ditemukan pengguna."
3403519,4,0.3076923076923077,13,2,5,6,4.333333333333333,2024-02-01 00:27:00,Dev Certification for Android (DCA) Preparation,Reflective Learner,"Bagus! Latihan soal intensif, review topik inti Android, dan buat beberapa implementasi singkat untuk mengasah kecepatan dan ketepatan teknis Anda."
3418539,1,0.0555555555555555,18,4,9,5,3.4692307692307693,2023-10-06 17:58:00,Belajar Dasar-Dasar DevOps,Consistent Learner,"Mantap! Pelajari konsep CI/CD, containerization dengan Docker, dan monitoring dasar untuk mempermudah alur rilis aplikasi Anda."
3420208,3,0.1304347826086956,23,3,14,6,4.020666666666666,2024-01-17 20:42:00,ILT Quiz - Soft Skill,Consistent Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
3440338,3,0.3,10,0,7,3,3.9700000000000006,2023-08-27 20:58:00,Memulai Pemrograman Dengan Java,Reflective Learner,"Keren! Pelajari OOP, collections, dan tooling seperti Maven atau Gradle, lalu bangun proyek sederhana sebagai latihan integrasi konsep."
3465381,-2,-0.1111111111111111,18,5,10,3,3.7825,2023-11-15 08:52:00,Belajar Pengembangan Aplikasi Flutter Intermediate,Consistent Learner,"Mantap! Pelajari advanced state management, optimasi rendering, dan profiling performa agar aplikasi Flutter Anda lancar di berbagai perangkat."
3501701,1,0.0344827586206896,29,7,14,8,3.9991304347826095,2024-01-13 02:33:00,Belajar Membuat Aplikasi Android untuk Pemula,Consistent Learner,"Kerja bagus! Sekarang buatlah satu aplikasi lengkap kecil, lalu pelajari Navigation, Room, dan praktikkan rilis sederhana ke Play Store sebagai pengalaman nyata."
3518079,6,0.2857142857142857,21,3,9,9,4.022777777777778,2024-04-29 05:29:00,ILT Quiz - Flutter,Reflective Learner,Terus praktik widget dan state management; gunakan kuis ini untuk mengukur progress dan percaya pada proses belajar Anda yang konsisten.
3531921,3,0.15,20,3,11,6,3.859333333333333,2023-05-27 09:01:00,Memulai Pemrograman Dengan Java,Consistent Learner,"Keren! Pelajari OOP, collections, dan tooling seperti Maven atau Gradle, lalu bangun proyek sederhana sebagai latihan integrasi konsep."
